"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"41","69039","6045017",,2016,79,"B",10,"10",10,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,79,"B",10,"10",10,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,79,"B",10,"10",10,5,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,79,"B",10,"10",10,5,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,79,"B",10,"10",10,13,"2",10,"10","","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,79,"B",10,"10",10,13,"1",10,"10","","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,80,"B",45,"42",42,3,"2",12,"12","2467.7","25","42","67","33","0","12","33","58","8","33","50","17","33","67","0","0","0","0"
"41","69039","6045017",,2016,80,"B",45,"42",42,3,"1",12,"12","2471.1","25","33","58","42","0","12","25","75","0","58","17","25","33","67","0","25","67","8"
"41","69039","6045017",,2016,80,"B",45,"42",42,4,"1",16,"14","2497.5","50","14","64","7","29","14","36","36","29","36","50","14","29","43","29","57","29","14"
"41","69039","6045017",,2016,80,"B",45,"42",42,4,"2",16,"14","2481.1","36","21","57","7","36","14","50","14","36","36","29","36","29","50","21","0","0","0"
"41","69039","6045017",,2016,80,"B",45,"42",42,5,"2",17,"16","2543.8","25","44","69","19","13","16","38","44","19","25","69","6","25","63","13","0","0","0"
"41","69039","6045017",,2016,80,"B",45,"42",42,5,"1",17,"16","2549.2","44","25","69","19","13","16","25","50","25","50","50","0","38","50","13","63","31","6"
"41","69039","6045017",,2016,80,"B",45,"42",42,13,"1",45,"42","","40","24","64","21","14","42","29","52","19","48","40","12","33","52","14","50","40","10"
"41","69039","6045017",,2016,80,"B",45,"42",42,13,"2",45,"42","","29","36","64","19","17","42","40","38","21","31","50","19","29","60","12","0","0","0"
"41","69039","6045017",,2016,90,"B",48,"47",47,3,"1",17,"17","2366.0","0","18","18","35","47","17","0","53","47","0","53","47","0","76","24","6","47","47"
"41","69039","6045017",,2016,90,"B",48,"48",48,3,"2",17,"17","2390.4","0","18","18","47","35","17","18","41","41","0","35","65","12","59","29","0","0","0"
"41","69039","6045017",,2016,90,"B",48,"48",48,4,"2",18,"18","2404.9","0","17","17","11","72","18","0","22","78","6","22","72","11","33","56","0","0","0"
"41","69039","6045017",,2016,90,"B",48,"47",47,4,"1",18,"17","2382.5","6","6","12","6","82","17","6","6","88","6","24","71","6","59","35","12","47","41"
"41","69039","6045017",,2016,90,"B",48,"47",47,5,"1",13,"13","2427.4","8","8","15","31","54","13","8","8","85","15","31","54","0","38","62","23","46","31"
"41","69039","6045017",,2016,90,"B",48,"48",48,5,"2",13,"13","2441.1","8","8","15","31","54","13","0","15","85","8","38","54","8","38","54","0","0","0"
"41","69039","6045017",,2016,90,"B",48,"47",47,13,"1",48,"47","","4","11","15","23","62","47","4","23","72","6","36","57","2","60","38","13","47","40"
"41","69039","6045017",,2016,90,"B",48,"48",48,13,"2",48,"48","","2","15","17","29","54","48","6","27","67","4","31","65","10","44","46","0","0","0"
"41","69039","6045017",,2016,91,"B",64,"62",62,3,"2",21,"21","2391.0","0","24","24","33","43","21","14","38","48","5","52","43","0","67","33","0","0","0"
"41","69039","6045017",,2016,91,"B",64,"62",62,3,"1",21,"21","2379.9","0","33","33","24","43","21","5","67","29","0","52","48","0","71","29","14","48","38"
"41","69039","6045017",,2016,91,"B",64,"62",62,4,"1",20,"19","2428.2","0","32","32","26","42","19","0","53","47","11","53","37","5","68","26","0","79","21"
"41","69039","6045017",,2016,91,"B",64,"62",62,4,"2",20,"19","2437.9","0","11","11","68","21","19","0","53","47","0","58","42","0","68","32","0","0","0"
"41","69039","6045017",,2016,91,"B",64,"62",62,5,"2",23,"22","2481.5","18","9","27","23","50","22","18","23","59","18","32","50","18","36","45","0","0","0"
"41","69039","6045017",,2016,91,"B",64,"62",62,5,"1",23,"22","2487.3","14","23","36","36","27","22","18","41","41","27","45","27","5","59","36","23","50","27"
"41","69039","6045017",,2016,91,"B",64,"62",62,13,"1",64,"62","","5","29","34","29","37","62","8","53","39","13","50","37","3","66","31","13","58","29"
"41","69039","6045017",,2016,91,"B",64,"62",62,13,"2",64,"62","","6","15","21","40","39","62","11","37","52","8","47","45","6","56","37","0","0","0"
"41","69039","6045017",,2016,92,"B",53,"53",53,3,"2",17,"17","2438.5","24","35","59","24","18","17","47","29","24","35","29","35","29","59","12","0","0","0"
"41","69039","6045017",,2016,92,"B",53,"52",52,3,"1",17,"16","2445.6","31","31","63","25","13","16","19","56","25","44","50","6","13","75","13","19","56","25"
"41","69039","6045017",,2016,92,"B",53,"52",52,4,"1",18,"18","2430.6","17","17","33","22","44","18","11","39","50","11","56","33","6","67","28","17","56","28"
"41","69039","6045017",,2016,92,"B",53,"53",53,4,"2",18,"18","2438.4","11","17","28","28","44","18","22","17","61","11","44","44","11","56","33","0","0","0"
"41","69039","6045017",,2016,92,"B",53,"53",53,5,"2",18,"18","2476.9","6","33","39","11","50","18","11","39","50","11","44","44","11","44","44","0","0","0"
"41","69039","6045017",,2016,92,"B",53,"52",52,5,"1",18,"18","2500.8","17","33","50","22","28","18","0","67","33","33","50","17","22","44","33","33","56","11"
"41","69039","6045017",,2016,92,"B",53,"52",52,13,"1",53,"52","","21","27","48","23","29","52","10","54","37","29","52","19","13","62","25","23","56","21"
"41","69039","6045017",,2016,92,"B",53,"53",53,13,"2",53,"53","","13","28","42","21","38","53","26","28","45","19","40","42","17","53","30","0","0","0"
"41","69039","6045017",,2016,93,"B",53,"53",53,3,"1",20,"20","2437.5","20","35","55","30","15","20","25","55","20","30","45","25","20","65","15","20","65","15"
"41","69039","6045017",,2016,93,"B",53,"53",53,3,"2",20,"20","2438.1","15","35","50","30","20","20","35","35","30","15","65","20","25","55","20","0","0","0"
"41","69039","6045017",,2016,93,"B",53,"53",53,4,"2",14,"14","2516.7","29","43","71","21","7","14","57","29","14","43","43","14","43","43","14","0","0","0"
"41","69039","6045017",,2016,93,"B",53,"53",53,4,"1",14,"14","2536.1","71","14","86","0","14","14","43","43","14","57","29","14","50","43","7","57","36","7"
"41","69039","6045017",,2016,93,"B",53,"53",53,5,"1",19,"19","2531.8","26","42","68","21","11","19","11","74","16","37","53","11","21","58","21","53","42","5"
"41","69039","6045017",,2016,93,"B",53,"53",53,5,"2",19,"19","2534.6","26","26","53","32","16","19","47","26","26","21","58","21","21","63","16","0","0","0"
"41","69039","6045017",,2016,93,"B",53,"53",53,13,"2",53,"53","","23","34","57","28","15","53","45","30","25","25","57","19","28","55","17","0","0","0"
"41","69039","6045017",,2016,93,"B",53,"53",53,13,"1",53,"53","","36","32","68","19","13","53","25","58","17","40","43","17","28","57","15","42","49","9"
"41","69039","6045017",,2016,94,"B",24,"23",23,3,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,94,"B",24,"23",23,3,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,94,"B",24,"23",23,4,"1",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,94,"B",24,"23",23,4,"2",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,94,"B",24,"23",23,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,94,"B",24,"23",23,5,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,94,"B",24,"23",23,13,"1",24,"23","","48","22","70","9","22","23","30","48","22","48","35","17","35","52","13","52","30","17"
"41","69039","6045017",,2016,94,"B",24,"23",23,13,"2",24,"23","","30","30","61","13","26","23","48","26","26","30","43","26","35","43","22","0","0","0"
"41","69039","6045017",,2016,99,"B",247,"244",244,3,"2",85,"85","2428.1","14","27","41","39","20","85","32","38","31","16","49","34","21","61","18","0","0","0"
"41","69039","6045017",,2016,99,"B",247,"241",241,3,"1",85,"84","2423.8","18","31","49","27","24","84","15","60","25","21","55","24","12","74","14","20","56","24"
"41","69039","6045017",,2016,99,"B",247,"241",241,4,"1",82,"78","2447.2","22","19","41","15","44","78","14","37","49","22","42","36","14","65","21","22","54","24"
"41","69039","6045017",,2016,99,"B",247,"244",244,4,"2",82,"80","2449.4","10","23","33","34","34","80","20","34","46","14","46","40","15","53","33","0","0","0"
"41","69039","6045017",,2016,99,"B",247,"244",244,5,"2",80,"79","2494.6","16","23","39","22","39","79","20","30","49","19","43","38","18","48","34","0","0","0"
"41","69039","6045017",,2016,99,"B",247,"241",241,5,"1",80,"79","2506.3","20","28","48","32","20","79","14","52","34","34","44","22","15","56","29","35","54","10"
"41","69039","6045017",,2016,99,"B",247,"241",241,13,"1",247,"241","","20","26","46","25","29","241","15","50","36","26","47","27","14","65","21","26","55","20"
"41","69039","6045017",,2016,99,"B",247,"244",244,13,"2",247,"244","","14","24","38","32","31","244","24","34","42","16","46","37","18","54","28","0","0","0"
"41","69039","6045017",,2016,111,"B",101,"98",98,3,"2",34,"34","2461.4","26","35","62","32","6","34","47","38","15","32","50","18","35","59","6","0","0","0"
"41","69039","6045017",,2016,111,"B",101,"98",98,3,"1",34,"34","2456.9","26","47","74","18","9","34","29","62","9","35","50","15","21","76","3","29","62","9"
"41","69039","6045017",,2016,111,"B",101,"98",98,4,"1",31,"29","2487.2","45","17","62","14","24","29","24","41","34","38","41","21","21","55","24","45","38","17"
"41","69039","6045017",,2016,111,"B",101,"98",98,4,"2",31,"29","2478.4","17","34","52","28","21","29","41","28","31","21","48","31","28","48","24","0","0","0"
"41","69039","6045017",,2016,111,"B",101,"98",98,5,"2",36,"35","2525.3","26","34","60","17","23","35","29","43","29","29","46","26","31","49","20","0","0","0"
"41","69039","6045017",,2016,111,"B",101,"98",98,5,"1",36,"35","2535.9","34","37","71","17","11","35","14","63","23","49","43","9","26","54","20","54","37","9"
"41","69039","6045017",,2016,111,"B",101,"98",98,13,"1",101,"98","","35","35","69","16","14","98","22","56","21","41","45","14","22","62","15","43","46","11"
"41","69039","6045017",,2016,111,"B",101,"98",98,13,"2",101,"98","","23","35","58","26","16","98","39","37","24","28","48","24","32","52","16","0","0","0"
"41","69039","6045017",,2016,120,"B",4,"2",2,3,"1",2,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,120,"B",4,"4",4,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,120,"B",4,"4",4,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,120,"B",4,"2",2,4,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,120,"B",4,"2",2,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,120,"B",4,"4",4,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,120,"B",4,"4",4,13,"2",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,120,"B",4,"2",2,13,"1",4,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,121,"B",28,"28",28,3,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,121,"B",28,"27",27,3,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,121,"B",28,"27",27,4,"1",10,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,121,"B",28,"28",28,4,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,121,"B",28,"28",28,5,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,121,"B",28,"27",27,5,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,121,"B",28,"27",27,13,"1",28,"27","","7","19","26","37","37","27","11","41","48","15","44","41","0","85","15","11","67","22"
"41","69039","6045017",,2016,121,"B",28,"28",28,13,"2",28,"28","","7","18","25","36","39","28","4","43","54","11","43","46","11","57","32","0","0","0"
"41","69039","6045017",,2016,128,"B",23,"23",23,3,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,128,"B",23,"23",23,3,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,128,"B",23,"23",23,4,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,128,"B",23,"23",23,4,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,128,"B",23,"23",23,5,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,128,"B",23,"23",23,5,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,128,"B",23,"23",23,13,"2",23,"23","","0","9","9","4","87","23","4","9","87","0","17","83","0","30","70","0","0","0"
"41","69039","6045017",,2016,128,"B",23,"23",23,13,"1",23,"23","","0","4","4","13","83","23","0","22","78","0","17","83","0","39","61","4","26","70"
"41","69039","6045017",,2016,142,"B",127,"126",126,3,"1",48,"48","2374.3","2","19","21","35","44","48","2","54","44","2","52","46","2","69","29","8","52","40"
"41","69039","6045017",,2016,142,"B",127,"126",126,3,"2",48,"48","2384.8","0","15","15","46","40","48","10","38","52","2","40","58","2","65","33","0","0","0"
"41","69039","6045017",,2016,142,"B",127,"126",126,4,"2",39,"39","2411.4","3","10","13","31","56","39","3","28","69","3","33","64","3","49","49","0","0","0"
"41","69039","6045017",,2016,142,"B",127,"126",126,4,"1",39,"39","2390.6","0","10","10","15","74","39","3","23","74","3","38","59","3","64","33","0","64","36"
"41","69039","6045017",,2016,142,"B",127,"126",126,5,"1",40,"39","2437.8","0","13","13","38","49","39","0","33","67","8","49","44","0","44","56","8","64","28"
"41","69039","6045017",,2016,142,"B",127,"126",126,5,"2",40,"39","2433.7","3","8","10","18","72","39","5","10","85","5","28","67","3","33","64","0","0","0"
"41","69039","6045017",,2016,142,"B",127,"126",126,13,"2",127,"126","","2","11","13","33","55","126","6","26","67","3","34","63","2","50","48","0","0","0"
"41","69039","6045017",,2016,142,"B",127,"126",126,13,"1",127,"126","","1","14","15","30","55","126","2","38","60","4","47","49","2","60","39","6","60","35"
"41","69039","6045017",,2016,144,"B",12,"12",12,3,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,144,"B",12,"12",12,3,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,144,"B",12,"12",12,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,144,"B",12,"12",12,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,144,"B",12,"12",12,5,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,144,"B",12,"12",12,5,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,144,"B",12,"12",12,13,"1",12,"12","","58","25","83","8","8","12","33","50","17","58","42","0","33","58","8","50","33","17"
"41","69039","6045017",,2016,144,"B",12,"12",12,13,"2",12,"12","","50","25","75","8","17","12","75","8","17","42","50","8","58","25","17","0","0","0"
"41","69039","6045017",,2016,160,"B",131,"128",128,3,"1",50,"49","2375.1","2","18","20","37","43","49","2","53","45","2","53","45","2","69","29","8","53","39"
"41","69039","6045017",,2016,160,"B",131,"130",130,3,"2",50,"50","2384.7","0","16","16","44","40","50","12","36","52","2","40","58","2","64","34","0","0","0"
"41","69039","6045017",,2016,160,"B",131,"130",130,4,"2",40,"40","2408.8","3","10","13","30","58","40","3","28","70","3","33","65","3","50","48","0","0","0"
"41","69039","6045017",,2016,160,"B",131,"128",128,4,"1",40,"39","2390.6","0","10","10","15","74","39","3","23","74","3","38","59","3","64","33","0","64","36"
"41","69039","6045017",,2016,160,"B",131,"128",128,5,"1",41,"40","2435.6","0","13","13","38","50","40","0","33","68","8","48","45","0","45","55","8","63","30"
"41","69039","6045017",,2016,160,"B",131,"130",130,5,"2",41,"40","2434.1","3","8","10","18","73","40","5","10","85","5","28","68","3","35","63","0","0","0"
"41","69039","6045017",,2016,160,"B",131,"130",130,13,"2",131,"130","","2","12","13","32","55","130","7","25","68","3","34","63","2","51","47","0","0","0"
"41","69039","6045017",,2016,160,"B",131,"128",128,13,"1",131,"128","","1","14","15","30","55","128","2","38","61","4","47","49","2","60","38","5","59","35"
"41","69039","6045017",,2016,180,"B",103,"102",102,3,"2",36,"36","2454.9","28","31","58","31","11","36","47","36","17","33","50","17","36","56","8","0","0","0"
"41","69039","6045017",,2016,180,"B",103,"102",102,3,"1",36,"36","2452.6","33","33","67","19","14","36","31","56","14","42","42","17","19","75","6","28","53","19"
"41","69039","6045017",,2016,180,"B",103,"102",102,4,"1",34,"33","2473.3","36","21","58","15","27","33","18","45","36","39","36","24","18","64","18","36","45","18"
"41","69039","6045017",,2016,180,"B",103,"102",102,4,"2",34,"33","2473.4","15","36","52","24","24","33","39","30","30","21","48","30","24","45","30","0","0","0"
"41","69039","6045017",,2016,180,"B",103,"102",102,5,"2",33,"33","2518.5","21","33","55","18","27","33","27","39","33","21","52","27","27","52","21","0","0","0"
"41","69039","6045017",,2016,180,"B",103,"102",102,5,"1",33,"33","2526.7","24","36","61","27","12","33","12","64","24","36","48","15","24","58","18","52","36","12"
"41","69039","6045017",,2016,180,"B",103,"102",102,13,"1",103,"102","","31","30","62","21","18","102","21","55","25","39","42","19","21","66","14","38","45","17"
"41","69039","6045017",,2016,180,"B",103,"102",102,13,"2",103,"102","","22","33","55","25","21","102","38","35","26","25","50","25","29","51","20","0","0","0"
