"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"41","69039","6044796",,2016,223,"B",36,"36",36,8,"2",17,"17","2570.6","18","24","41","24","35","17","29","24","47","35","41","24","24","65","12","0","0","0"
"41","69039","6044796",,2016,223,"B",36,"36",36,8,"1",17,"17","2605.4","12","65","76","24","0","17","29","65","6","35","53","12","24","71","6","18","82","0"
"41","69039","6044796",,2016,223,"B",36,"36",36,13,"1",36,"36","","19","58","78","22","0","36","28","64","8","47","44","8","25","67","8","28","72","0"
"41","69039","6044796",,2016,223,"B",36,"36",36,13,"2",36,"36","","17","39","56","22","22","36","33","36","31","25","61","14","25","67","8","0","0","0"
"41","69039","6044796",,2016,224,"B",124,"124",124,6,"2",42,"42","2515.8","14","19","33","40","26","42","14","45","40","14","38","48","19","62","19","0","0","0"
"41","69039","6044796",,2016,224,"B",124,"122",122,6,"1",42,"42","2533.6","19","36","55","24","21","42","17","45","38","31","45","24","19","67","14","21","67","12"
"41","69039","6044796",,2016,224,"B",124,"122",122,7,"1",39,"37","2559.3","19","32","51","35","14","37","19","62","19","27","51","22","8","81","11","27","54","19"
"41","69039","6044796",,2016,224,"B",124,"124",124,7,"2",39,"39","2529.6","18","23","41","33","26","39","18","46","36","18","62","21","21","54","26","0","0","0"
"41","69039","6044796",,2016,224,"B",124,"124",124,8,"2",43,"43","2554.2","16","23","40","33","28","43","28","28","44","26","53","21","19","51","30","0","0","0"
"41","69039","6044796",,2016,224,"B",124,"122",122,8,"1",43,"43","2587.3","12","53","65","26","9","43","28","56","16","23","67","9","12","77","12","33","56","12"
"41","69039","6044796",,2016,224,"B",124,"122",122,13,"1",124,"122","","16","41","57","28","15","122","21","54","25","27","55","18","13","75","12","27","59","14"
"41","69039","6044796",,2016,224,"B",124,"124",124,13,"2",124,"124","","16","22","38","35","27","124","20","40","40","19","51","30","19","56","25","0","0","0"
"41","69039","6044796",,2016,225,"B",6,"5",5,6,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,225,"B",6,"5",5,6,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,225,"B",6,"5",5,7,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,225,"B",6,"5",5,7,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,225,"B",6,"5",5,8,"1",2,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,225,"B",6,"5",5,8,"2",2,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,225,"B",6,"5",5,13,"2",6,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,225,"B",6,"5",5,13,"1",6,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,226,"B",200,"193",193,6,"2",52,"52","2559.7","31","19","50","38","12","52","37","37","27","29","58","13","31","58","12","0","0","0"
"41","69039","6044796",,2016,226,"B",200,"193",193,6,"1",52,"52","2570.9","37","38","75","15","10","52","31","54","15","40","46","13","31","67","2","37","52","12"
"41","69039","6044796",,2016,226,"B",200,"193",193,7,"1",81,"79","2587.4","28","42","70","16","14","79","33","43","24","43","47","10","39","54","6","42","47","11"
"41","69039","6044796",,2016,226,"B",200,"193",193,7,"2",81,"79","2575.0","22","37","58","32","10","79","28","52","20","33","56","11","39","48","13","0","0","0"
"41","69039","6044796",,2016,226,"B",200,"193",193,8,"2",67,"62","2598.6","29","29","58","27","15","62","34","45","21","34","48","18","34","48","18","0","0","0"
"41","69039","6044796",,2016,226,"B",200,"193",193,8,"1",67,"62","2622.6","29","53","82","13","5","62","42","53","5","50","42","8","27","66","6","40","53","6"
"41","69039","6044796",,2016,226,"B",200,"193",193,13,"1",200,"193","","31","45","75","15","10","193","35","49","16","45","45","10","33","62","5","40","50","10"
"41","69039","6044796",,2016,226,"B",200,"193",193,13,"2",200,"193","","26","30","56","32","12","193","32","46","22","32","54","14","35","51","14","0","0","0"
"41","69039","6044796",,2016,227,"B",24,"23",23,6,"2",11,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,227,"B",24,"23",23,6,"1",11,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,227,"B",24,"23",23,7,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,227,"B",24,"23",23,7,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,227,"B",24,"23",23,8,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,227,"B",24,"23",23,8,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044796",,2016,227,"B",24,"23",23,13,"1",24,"23","","26","48","74","13","13","23","35","52","13","43","43","13","17","74","9","52","39","9"
"41","69039","6044796",,2016,227,"B",24,"23",23,13,"2",24,"23","","26","48","74","22","4","23","39","52","9","48","39","13","35","61","4","0","0","0"
"41","69039","6044804",,2016,1,"B",233,"226",226,3,"1",89,"86","2414.2","12","23","35","44","21","86","8","48","44","10","64","26","15","67","17","21","63","16"
"41","69039","6044804",,2016,1,"B",233,"228",228,3,"2",89,"87","2422.5","10","31","41","34","24","87","21","51","29","14","55","31","18","67","15","0","0","0"
"41","69039","6044804",,2016,1,"B",233,"228",228,4,"2",66,"63","2472.3","22","22","44","30","25","63","35","27","38","24","49","27","24","49","27","0","0","0"
"41","69039","6044804",,2016,1,"B",233,"226",226,4,"1",66,"63","2464.0","25","27","52","14","33","63","22","49","29","29","41","30","16","71","13","27","49","24"
"41","69039","6044804",,2016,1,"B",233,"228",228,5,"2",78,"78","2470.2","4","21","24","33","42","78","9","36","55","3","42","55","5","49","46","0","0","0"
"41","69039","6044804",,2016,1,"B",233,"226",226,5,"1",78,"77","2464.6","6","26","32","30","38","77","10","40","49","16","52","32","5","69","26","16","64","21"
"41","69039","6044804",,2016,1,"B",233,"226",226,13,"1",233,"226","","14","25","39","31","30","226","13","46","42","17","54","29","12","69","19","21","59","20"
"41","69039","6044804",,2016,1,"B",233,"228",228,13,"2",233,"228","","11","25","36","33","31","228","21","39","40","13","49","38","15","56","29","0","0","0"
"41","69039","6044804",,2016,3,"B",113,"108",108,3,"2",40,"38","2424.6","5","42","47","32","21","38","21","53","26","11","61","29","13","74","13","0","0","0"
"41","69039","6044804",,2016,3,"B",113,"107",107,3,"1",40,"38","2408.7","8","24","32","47","21","38","5","45","50","8","58","34","21","61","18","16","66","18"
"41","69039","6044804",,2016,3,"B",113,"107",107,4,"1",36,"33","2449.2","21","21","42","15","42","33","21","42","36","21","45","33","18","64","18","24","48","27"
"41","69039","6044804",,2016,3,"B",113,"108",108,4,"2",36,"33","2469.3","24","18","42","33","24","33","36","18","45","18","48","33","27","42","30","0","0","0"
"41","69039","6044804",,2016,3,"B",113,"108",108,5,"2",37,"37","2474.5","3","24","27","35","38","37","8","41","51","0","46","54","8","46","46","0","0","0"
"41","69039","6044804",,2016,3,"B",113,"107",107,5,"1",37,"36","2460.9","3","36","39","25","36","36","11","42","47","14","53","33","3","69","28","8","72","19"
"41","69039","6044804",,2016,3,"B",113,"107",107,13,"1",113,"107","","10","27","37","30","33","107","12","43","45","14","52","34","14","64","21","16","63","21"
"41","69039","6044804",,2016,3,"B",113,"108",108,13,"2",113,"108","","10","29","39","33","28","108","21","38","41","9","52","39","16","55","30","0","0","0"
"41","69039","6044804",,2016,4,"B",120,"120",120,3,"2",49,"49","2420.9","14","22","37","37","27","49","20","49","31","16","51","33","22","61","16","0","0","0"
"41","69039","6044804",,2016,4,"B",120,"119",119,3,"1",49,"48","2418.6","15","23","38","42","21","48","10","50","40","13","69","19","10","73","17","25","60","15"
"41","69039","6044804",,2016,4,"B",120,"119",119,4,"1",30,"30","2480.4","30","33","63","13","23","30","23","57","20","37","37","27","13","80","7","30","50","20"
"41","69039","6044804",,2016,4,"B",120,"120",120,4,"2",30,"30","2475.6","20","27","47","27","27","30","33","37","30","30","50","20","20","57","23","0","0","0"
"41","69039","6044804",,2016,4,"B",120,"120",120,5,"2",41,"41","2466.3","5","17","22","32","46","41","10","32","59","5","39","56","2","51","46","0","0","0"
"41","69039","6044804",,2016,4,"B",120,"119",119,5,"1",41,"41","2468.0","10","17","27","34","39","41","10","39","51","17","51","32","7","68","24","22","56","22"
"41","69039","6044804",,2016,4,"B",120,"119",119,13,"1",120,"119","","17","24","40","32","28","119","13","48","39","20","55","25","10","73","17","25","56","18"
"41","69039","6044804",,2016,4,"B",120,"120",120,13,"2",120,"120","","13","22","34","33","33","120","20","40","40","16","47","38","15","57","28","0","0","0"
"41","69039","6044804",,2016,6,"B",146,"143",143,3,"1",52,"51","2435.0","20","33","53","33","14","51","14","55","31","18","61","22","20","65","16","31","57","12"
"41","69039","6044804",,2016,6,"B",146,"143",143,3,"2",52,"51","2447.2","18","47","65","25","10","51","33","51","16","24","63","14","29","59","12","0","0","0"
"41","69039","6044804",,2016,6,"B",146,"143",143,4,"2",42,"40","2509.1","35","28","63","30","8","40","48","33","20","35","60","5","38","53","10","0","0","0"
"41","69039","6044804",,2016,6,"B",146,"143",143,4,"1",42,"40","2513.8","38","38","75","18","8","40","35","58","8","40","48","13","23","75","3","40","58","3"
"41","69039","6044804",,2016,6,"B",146,"143",143,5,"1",52,"52","2487.3","10","35","44","33","23","52","15","46","38","21","58","21","6","81","13","21","65","13"
"41","69039","6044804",,2016,6,"B",146,"143",143,5,"2",52,"52","2494.2","6","29","35","40","25","52","13","48","38","2","58","40","8","62","31","0","0","0"
"41","69039","6044804",,2016,6,"B",146,"143",143,13,"2",146,"143","","18","35","53","32","15","143","30","45","25","19","60","21","24","58","18","0","0","0"
"41","69039","6044804",,2016,6,"B",146,"143",143,13,"1",146,"143","","21","35","56","29","15","143","20","52","27","25","56","19","15","73","11","30","60","10"
"41","69039","6044804",,2016,7,"B",7,"7",7,3,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,7,"B",7,"7",7,3,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,7,"B",7,"7",7,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,7,"B",7,"7",7,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,7,"B",7,"7",7,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,7,"B",7,"7",7,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,7,"B",7,"7",7,13,"2",7,"7","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,7,"B",7,"7",7,13,"1",7,"7","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,8,"B",59,"59",59,3,"2",17,"17","2453.2","18","47","65","35","0","17","35","59","6","24","71","6","24","76","0","0","0","0"
"41","69039","6044804",,2016,8,"B",59,"59",59,3,"1",17,"17","2442.1","12","47","59","41","0","17","6","71","24","12","71","18","18","82","0","29","65","6"
"41","69039","6044804",,2016,8,"B",59,"59",59,4,"1",19,"19","2493.3","21","47","68","16","16","19","26","58","16","21","58","21","11","89","0","42","58","0"
"41","69039","6044804",,2016,8,"B",59,"59",59,4,"2",19,"19","2498.1","21","47","68","26","5","19","42","42","16","21","68","11","42","47","11","0","0","0"
"41","69039","6044804",,2016,8,"B",59,"59",59,5,"2",23,"23","2515.4","4","43","48","39","13","23","17","61","22","0","74","26","13","70","17","0","0","0"
"41","69039","6044804",,2016,8,"B",59,"59",59,5,"1",23,"23","2515.2","13","39","52","43","4","23","26","52","22","26","70","4","4","87","9","26","65","9"
"41","69039","6044804",,2016,8,"B",59,"59",59,13,"1",59,"59","","15","44","59","34","7","59","20","59","20","20","66","14","10","86","3","32","63","5"
"41","69039","6044804",,2016,8,"B",59,"59",59,13,"2",59,"59","","14","46","59","34","7","59","31","54","15","14","71","15","25","64","10","0","0","0"
"41","69039","6044804",,2016,31,"B",175,"168",168,3,"1",65,"62","2408.1","8","23","31","48","21","62","5","48","47","10","65","26","13","69","18","16","69","15"
"41","69039","6044804",,2016,31,"B",175,"170",170,3,"2",65,"63","2416.3","8","29","37","38","25","63","17","52","30","8","59","33","17","65","17","0","0","0"
"41","69039","6044804",,2016,31,"B",175,"170",170,4,"2",50,"47","2466.9","19","26","45","30","26","47","34","28","38","23","47","30","21","51","28","0","0","0"
"41","69039","6044804",,2016,31,"B",175,"168",168,4,"1",50,"47","2463.4","26","30","55","13","32","47","21","53","26","32","40","28","15","72","13","28","47","26"
"41","69039","6044804",,2016,31,"B",175,"168",168,5,"1",60,"59","2466.2","7","27","34","31","36","59","12","41","47","17","51","32","7","64","29","17","63","20"
"41","69039","6044804",,2016,31,"B",175,"170",170,5,"2",60,"60","2470.9","3","22","25","32","43","60","10","33","57","3","43","53","3","52","45","0","0","0"
"41","69039","6044804",,2016,31,"B",175,"170",170,13,"2",175,"170","","9","25","35","34","32","170","19","39","42","11","50","39","14","56","30","0","0","0"
"41","69039","6044804",,2016,31,"B",175,"168",168,13,"1",175,"168","","13","26","39","32","29","168","12","47","41","18","53","29","11","68","20","20","61","20"
"41","69039","6044804",,2016,74,"B",6,"5",5,3,"2",3,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,74,"B",6,"5",5,3,"1",3,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,74,"B",6,"5",5,5,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,74,"B",6,"5",5,5,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,74,"B",6,"5",5,13,"2",6,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,74,"B",6,"5",5,13,"1",6,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,75,"B",1,"1",1,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,75,"B",1,"1",1,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,75,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,75,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,76,"B",7,"7",7,3,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,76,"B",7,"7",7,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,76,"B",7,"7",7,4,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,76,"B",7,"7",7,4,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,76,"B",7,"7",7,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,76,"B",7,"7",7,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,76,"B",7,"7",7,13,"2",7,"7","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,76,"B",7,"7",7,13,"1",7,"7","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,77,"B",8,"7",7,3,"2",4,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,77,"B",8,"7",7,3,"1",4,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,77,"B",8,"7",7,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,77,"B",8,"7",7,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,77,"B",8,"7",7,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,77,"B",8,"7",7,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,77,"B",8,"7",7,13,"1",8,"7","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,77,"B",8,"7",7,13,"2",8,"7","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,78,"B",160,"158",158,3,"2",59,"59","2412.1","3","29","32","39","29","59","15","51","34","8","56","36","7","80","14","0","0","0"
"41","69039","6044804",,2016,78,"B",160,"156",156,3,"1",59,"58","2402.2","3","22","26","53","21","58","3","50","47","3","71","26","12","71","17","14","67","19"
"41","69039","6044804",,2016,78,"B",160,"156",156,4,"1",44,"42","2441.9","19","24","43","14","43","42","19","45","36","17","45","38","12","76","12","24","48","29"
"41","69039","6044804",,2016,78,"B",160,"158",158,4,"2",44,"42","2449.5","12","21","33","33","33","42","24","31","45","12","50","38","19","45","36","0","0","0"
"41","69039","6044804",,2016,78,"B",160,"158",158,5,"2",57,"57","2463.6","4","16","19","33","47","57","9","32","60","4","37","60","4","47","49","0","0","0"
"41","69039","6044804",,2016,78,"B",160,"156",156,5,"1",57,"56","2460.3","7","20","27","34","39","56","11","38","52","16","50","34","5","64","30","14","63","23"
"41","69039","6044804",,2016,78,"B",160,"156",156,13,"1",160,"156","","9","22","31","36","33","156","10","44","46","12","56","32","10","70","21","17","60","23"
"41","69039","6044804",,2016,78,"B",160,"158",158,13,"2",160,"158","","6","22","28","35","37","158","15","39","46","8","47","45","9","59","32","0","0","0"
"41","69039","6044804",,2016,79,"B",16,"15",15,3,"1",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,79,"B",16,"15",15,3,"2",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,79,"B",16,"15",15,4,"2",6,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,79,"B",16,"15",15,4,"1",6,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,79,"B",16,"15",15,5,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,79,"B",16,"15",15,5,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,79,"B",16,"15",15,13,"2",16,"15","","7","47","53","33","13","15","27","47","27","20","67","13","13","67","20","0","0","0"
"41","69039","6044804",,2016,79,"B",16,"15",15,13,"1",16,"15","","7","33","40","40","20","15","0","67","33","20","53","27","7","87","7","20","67","13"
"41","69039","6044804",,2016,80,"B",20,"20",20,3,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,80,"B",20,"20",20,3,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,80,"B",20,"20",20,4,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,80,"B",20,"20",20,4,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,80,"B",20,"20",20,5,"1",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,80,"B",20,"20",20,5,"2",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,80,"B",20,"20",20,13,"2",20,"20","","25","15","40","25","35","20","35","20","45","25","35","40","20","45","35","0","0","0"
"41","69039","6044804",,2016,80,"B",20,"20",20,13,"1",20,"20","","20","25","45","20","35","20","20","30","50","20","40","40","25","45","30","20","60","20"
"41","69039","6044804",,2016,90,"B",40,"39",39,3,"1",15,"14","2415.6","0","36","36","64","0","14","0","71","29","0","79","21","14","71","14","14","79","7"
"41","69039","6044804",,2016,90,"B",40,"40",40,3,"2",15,"15","2411.7","7","27","33","33","33","15","7","53","40","13","47","40","20","60","20","0","0","0"
"41","69039","6044804",,2016,90,"B",40,"40",40,4,"2",11,"11","2468.7","9","27","36","45","18","11","36","36","27","9","64","27","18","55","27","0","0","0"
"41","69039","6044804",,2016,90,"B",40,"39",39,4,"1",11,"11","2468.7","18","36","55","27","18","11","18","64","18","18","55","27","9","91","0","36","36","27"
"41","69039","6044804",,2016,90,"B",40,"39",39,5,"1",14,"14","2475.4","0","36","36","43","21","14","14","57","29","0","79","21","14","71","14","14","79","7"
"41","69039","6044804",,2016,90,"B",40,"40",40,5,"2",14,"14","2501.4","7","36","43","36","21","14","21","43","36","7","57","36","7","57","36","0","0","0"
"41","69039","6044804",,2016,90,"B",40,"40",40,13,"2",40,"40","","8","30","38","38","25","40","20","45","35","10","55","35","15","58","28","0","0","0"
"41","69039","6044804",,2016,90,"B",40,"39",39,13,"1",40,"39","","5","36","41","46","13","39","10","64","26","5","72","23","13","77","10","21","67","13"
"41","69039","6044804",,2016,91,"B",49,"49",49,3,"2",20,"20","2403.1","0","30","30","40","30","20","10","55","35","0","60","40","0","75","25","0","0","0"
"41","69039","6044804",,2016,91,"B",49,"49",49,3,"1",20,"20","2385.4","0","20","20","50","30","20","0","45","55","5","60","35","10","65","25","10","70","20"
"41","69039","6044804",,2016,91,"B",49,"49",49,4,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,91,"B",49,"49",49,4,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,91,"B",49,"49",49,5,"2",20,"20","2451.9","0","20","20","20","60","20","5","25","70","0","35","65","5","40","55","0","0","0"
"41","69039","6044804",,2016,91,"B",49,"49",49,5,"1",20,"20","2459.4","15","15","30","15","55","20","15","15","70","25","35","40","0","60","40","10","55","35"
"41","69039","6044804",,2016,91,"B",49,"49",49,13,"1",49,"49","","8","20","29","29","43","49","10","35","55","12","53","35","4","65","31","12","59","29"
"41","69039","6044804",,2016,91,"B",49,"49",49,13,"2",49,"49","","0","29","29","27","45","49","8","39","53","2","47","51","4","57","39","0","0","0"
"41","69039","6044804",,2016,92,"B",70,"66",66,3,"2",31,"29","2424.4","7","34","41","41","17","29","21","55","24","10","66","24","17","76","7","0","0","0"
"41","69039","6044804",,2016,92,"B",70,"66",66,3,"1",31,"29","2418.6","10","28","38","41","21","29","10","52","38","10","66","24","10","76","14","28","55","17"
"41","69039","6044804",,2016,92,"B",70,"66",66,4,"1",19,"17","2467.7","29","18","47","18","35","17","24","47","29","29","35","35","18","76","6","12","65","24"
"41","69039","6044804",,2016,92,"B",70,"66",66,4,"2",19,"17","2480.8","35","12","47","29","24","17","41","18","41","35","47","18","24","47","29","0","0","0"
"41","69039","6044804",,2016,92,"B",70,"66",66,5,"2",20,"20","2473.6","10","20","30","25","45","20","10","30","60","5","45","50","10","50","40","0","0","0"
"41","69039","6044804",,2016,92,"B",70,"66",66,5,"1",20,"20","2467.9","5","30","35","35","30","20","10","50","40","20","50","30","10","60","30","20","60","20"
"41","69039","6044804",,2016,92,"B",70,"66",66,13,"1",70,"66","","14","26","39","33","27","66","14","50","36","18","53","29","12","71","17","21","59","20"
"41","69039","6044804",,2016,92,"B",70,"66",66,13,"2",70,"66","","15","24","39","33","27","66","23","38","39","15","55","30","17","61","23","0","0","0"
"41","69039","6044804",,2016,93,"B",33,"33",33,3,"1",12,"12","2459.6","42","25","67","17","17","12","25","42","33","33","50","17","42","50","8","33","50","17"
"41","69039","6044804",,2016,93,"B",33,"33",33,3,"2",12,"12","2456.2","25","42","67","17","17","12","33","50","17","42","33","25","50","50","0","0","0","0"
"41","69039","6044804",,2016,93,"B",33,"33",33,4,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,93,"B",33,"33",33,4,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,93,"B",33,"33",33,5,"1",12,"12","2462.3","8","33","42","17","42","12","8","42","50","8","58","33","0","75","25","25","58","17"
"41","69039","6044804",,2016,93,"B",33,"33",33,5,"2",12,"12","2466.9","0","17","17","42","42","12","8","50","42","0","25","75","0","50","50","0","0","0"
"41","69039","6044804",,2016,93,"B",33,"33",33,13,"2",33,"33","","21","24","45","30","24","33","27","42","30","24","33","42","27","48","24","0","0","0"
"41","69039","6044804",,2016,93,"B",33,"33",33,13,"1",33,"33","","30","27","58","15","27","33","21","42","36","27","48","24","27","61","12","33","52","15"
"41","69039","6044804",,2016,94,"B",17,"17",17,3,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,94,"B",17,"17",17,3,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,94,"B",17,"17",17,4,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,94,"B",17,"17",17,4,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,94,"B",17,"17",17,5,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
